species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Anisochoria minorella,"Anisochoria verda Evans, 1953",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Anisochoria,1,1,,
Calycopis trebula,Calycopis trebula,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Calycopis,1,1,,
Mutinus argentinus,Mutinus argentinus Speg.,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Mutinus,1,1,,
Esthemopsis clonia,"Esthemopsis clonia Felder, 1865",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Esthemopsis,1,1,,
Napaea eucharila,"Napaea eucharila (Bates, 1867)",Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Napaea,1,1,,
Erinnyis lassauxi,"Erinnyis lassauxi Boisduval, 1859",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Erinnyis,1,1,,
Euglyphis consolabilis,"Euglyphis consolabilis (Dyar, 1910)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Euglyphis,1,1,,
Rothschildia lebeau,"Rothschildia lebeau Guérin-Méneville, 1868",Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildia,1,1,,
Rasahus costaricensis,"Rasahus costaricensis Coscarón & Maldonado, 1988",Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Rasahus,1,1,,
Azya orbigera,"Azya orbigera Mulsant, 1850",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Azya,1,1,,
Brachymesia herbida,"Brachymesia herbida (Gundlach, 1889)",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,1,1,,LC
Nymphargus rosada,"Nymphargus rosada (Ruiz-Carranza & Lynch, 1997)",Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,1,1,,VU
Agrocybe pediades,Agrocybe pediades (Fr.) Fayod,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,1,1,,
Antiblemma concinnula,"Antiblemma concinnula Walker, 1865",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Antiblemma,1,1,,
Micrathena triangularis,"Micrathena triangularis (C.L.Koch, 1836)",Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Micrathena,1,1,,
Paramastax duquei,"Paramastax duquei Descamps, 1971",Animalia,Arthropoda,Insecta,Orthoptera,Eumastacidae,Paramastax,1,1,,
Lupinus pubescens,Lupinus pubescens Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,1,1,,LC
Senecio rhizocephalus,Senecio rhizocephalus Turcz.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,1,1,,
Gamochaeta americana,Gamochaeta americana (Mill.) Wedd.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gamochaeta,1,1,,
Justicia betonica,"Justicia betonica T.Anderson, 1867",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,1,1,,
Palicourea tomentosa,Palicourea tomentosa (Aubl.) Borhidi,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,1,1,,
Amastus aloniae,"Amastus aloniae Schaus, 1933",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Amastus,1,1,,
Stenoma sexmaculata,Stenoma sexmaculata,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Stenoma,1,1,,
Pedaliodes porcia,"Pedaliodes porcia Hewitson, 1869",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pedaliodes,1,1,,
Phallus aureolatus,Phallus aureolatus Trierv.-Pereira & De Meijer,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,1,1,,VU
Hyperthaema sanguineata,"Hyperthaema sanguineata Walker, 1865",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyperthaema,1,1,,
Cecropia reticulata,Cecropia reticulata Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,1,1,,LC
Epimecis nasica,"Epimecis nasica (Druce, 1892)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,1,1,,
Pristimantis suetus,"Pristimantis suetus (Lynch & Rueda-Almonacid, 1998)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,1,1,,VU
Periclina syctaria,"Periclina syctaria (Walker, 1860)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Periclina,1,1,,
Micrathyria aequalis,"Micrathyria aequalis (Hagen, 1861)",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Micrathyria,1,1,,LC
Perithemis tenera,"Perithemis tenera (Say, 1840)",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Perithemis,1,1,,LC
Zalomes biforis,"Zalomes biforis (Weymer, 1890)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Zalomes,1,1,,
Juncus effusus,Juncus effusus L.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,1,1,,LC
Cortaderia selloana,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cortaderia,1,1,,
Cuphea hyssopifolia,Cuphea hyssopifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,1,1,,
Augocoris gomesii,"Augocoris gomesii Burmeister, 1835",Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Augocoris,1,1,,
Parablechnum schiedeanum,Blechnum schiedeanum (Schltdl. ex C.Presl) Hieron.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Parablechnum,1,1,,
Leopardus pardalis,"Leopardus pardalis (Linnaeus, 1758)",Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,1,1,,LC
Gurania bignoniacea,Gurania bignoniacea (Poepp. & Endl.) C.Jeffrey,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Gurania,1,1,,
Thecla commodus,"Rhamma commodus (Felder & Felder, 1865) Felder & Felder, 1865",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Thecla,1,1,,
Cosmos caudatus,Cosmos caudatus Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,1,1,,
Ischnura ramburii,"Ischnura ramburii (Selys, 1857)",Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,1,1,,LC
Enope tolumnensis,"Enope tolumnensis Herrich-Schäffer, 1853",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Enope,1,1,,
Panus strigellus,Panus strigellus (Berk.) Overh.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Panaceae,Panus,1,1,,
Phocides urania,"Phocides johnsoni Bell, 1947",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Phocides,1,1,,
Dythemis nigra,"Dythemis nigra Martin, 1897",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,1,1,,LC
Palthis bizialis,"Palthis bizialis Walker, 1859",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Palthis,1,1,,
Cyclocephala brittoni,"Cyclocephala brittoni Endrödi, 1964",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cyclocephala,1,1,,
Pseudosamanea guachapele,Pseudosamanea guachapele (Kunth) Harms,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pseudosamanea,1,1,,LC
Plynteria irrespondens,"Plynteria irrespondens Dyar, 1914",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Plynteria,1,1,,
Metamasius sericeus,"Metamasius sericeus Kuschel, 1956",Animalia,Arthropoda,Insecta,Coleoptera,Dryophthoridae,Metamasius,1,1,,
Lophocampa debilis,"Lophocampa debilis Schaus, 1920",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,1,1,,
Piranga lutea,"Piranga flava lutea (Lesson, 1834)",Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,1,1,,
Siparuna aspera,Siparuna aspera (Ruiz & Pav.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,1,1,,LC
Plexippus paykulli,"Plexippus paykulli (Audouin, 1826)",Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Plexippus,1,1,,
Phylloscartes poecilotis,"Pogonotriccus poecilotis (P.L.Sclater, 1862)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes,1,1,,
Polybia rejecta,"Polybia rejecta (Fabricius, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polybia,1,1,,
Terminalia catappa,Terminalia catappa L.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,1,1,,LC
Cephalotes atratus,"Cephalotes atratus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,1,1,,
Stephanopoides simoni,"Stephanopoides simoni Keyserling, 1880",Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Stephanopoides,1,1,,
Enema pan,"Enema pan (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Enema,1,1,,
Kalanchoe delagoensis,Kalanchoe delagoensis Eckl. & Zeyh.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,1,1,,
Rhodochlora endognoma,"Rhodochlora endognoma Prout, 1916",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Rhodochlora,1,1,,
Steremnia monachella,Steremnia monachella Thieme,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Steremnia,1,1,,
Morinda citrifolia,Morinda citrifolia L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,1,1,,LC
Eublaberus distanti,"Eublaberus distanti (Kirby, 1903)",Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Eublaberus,1,1,,
Lamprospilus draudti,"Lamprospilus draudti Lathy, 1932",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lamprospilus,1,1,,
Calephelis laverna,"Calephelis laverna (Godman & Salvin, 1886)",Animalia,,,,,Calephelis,1,1,,
Cropia isidora,"Cropia isidora Dyar, 1910",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cropia,1,1,,
Orses cynisca,"Orses cynisca (Swainson, 1821)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Orses,1,1,,
Xylophanes resta,"Xylophanes resta Rothschild & Jordan, 1903",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,1,1,,
Ptecticus testaceus,"Ptecticus testaceus (Fabricius, 1794)",Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Ptecticus,1,1,,
Eulepidotis argyritis,"Eulepidotis argyritis Butler, 1879",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,1,1,,
Coreura simsoni,"Coreura simsoni Druce, 1885",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coreura,1,1,,
Chavarriella porcius,"Chavarriella porcius (Schaus, 1912)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chavarriella,1,1,,
Amaxia pseudodyuna,"Amaxia pseudodyuna Rothschild, 1922",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Amaxia,1,1,,
Elysius terra,"Elysius terra Druce, 1906",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Elysius,1,1,,
Phaedropsis chromalis,"Phaedropsis chromalis Guenée, 1854",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Phaedropsis,1,1,,
Diaeus lacaena,"Diaeus varna Evans, 1953",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Diaeus,1,1,,
Puma concolor,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,1,1,,LC
Oncopeltus orourkeae,"Oncopeltus orourkeae Faúndez & Rocca, 2017",Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Oncopeltus,1,1,,
Sphendononema guildingii,"Sphendononema guildingii Newport G., 1845",Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Pselliodidae,Sphendononema,1,1,,
Micrastur semitorquatus,"Micrastur semitorquatus (Vieillot, 1817)",Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur,1,1,,LC
Inga inflammata,"Inga inflammata Meyrick, 1916",Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Inga,1,1,,
Teratohyla pulverata,"Teratohyla pulverata (Peters, 1873)",Animalia,Chordata,Amphibia,Anura,Centrolenidae,Teratohyla,1,1,,LC
Faula squamulifera,"Faula squamulifera Moser, 1919",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Faula,1,1,,
Doxocopa pavon,"Doxocopa pavon (Latreille, 1809)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Doxocopa,1,1,,
Myrmotherula schisticolor,"Myrmotherula schisticolor (Lawrence, 1865)",Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,1,1,,LC
Masius chrysopterus,"Masius chrysopterus (Lafresnaye, 1843)",Animalia,Chordata,Aves,Passeriformes,Pipridae,Masius,1,1,,LC
Lepidoneiva teuthras,Lepidoneiva teuthras,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lepidoneiva,1,1,,
Anabacerthia variegaticeps,"Anabacerthia variegaticeps (P.L.Sclater, 1857)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabacerthia,1,1,,LC
Godyris nepos,"Godyris nepos (Weymer, 1875)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Godyris,1,1,,
Eulepidotis dominicata,"Eulepidotis dominicata Guenée, 1852",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,1,1,,
Pseudotriccus pelzelni,"Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pseudotriccus,1,1,,LC
Herpsilochmus axillaris,"Herpsilochmus axillaris (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Herpsilochmus,1,1,,LC
Attalea butyracea,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,1,1,,LC
Catopsis nutans,Catopsis nutans (Sw.) Griseb.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Catopsis,1,1,,
Norapidia divisata,"Norapidia divisata (Dognin, 1917)",Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Norapidia,1,1,,
Tourrettia lappacea,Tourrettia lappacea (L'Hér.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tourrettia,1,1,,
Mesembrinibis cayennensis,"Mesembrinibis cayennensis (Gmelin, 1789)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Mesembrinibis,1,1,,LC
Nyridela chalciope,"Nyridela acroxantha Perty, 1834",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Nyridela,1,1,,
Lurama quindiuna,"Lurama quindiuna Schaus, 1928",Animalia,Arthropoda,Insecta,Lepidoptera,Mimallonidae,Lurama,1,1,,
Hypomolis aeruginosa,"Hypomolis aeruginosa Felder, 1874",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypomolis,1,1,,
Hypercompe caudata,"Hypercompe caudata Walker, 1855",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypercompe,1,1,,
Glossophaga soricina,"Glossophaga soricina (Pallas, 1766)",Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,1,1,,LC
Pheia utica,"Pheia utica Druce, 1889",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Pheia,1,1,,
Greta andromica,"Greta andromica (Hewitson, 1854)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Greta,1,1,,
Herbita quinquemaculata,"Herbita quinquemaculata (Dognin, 1910)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Herbita,1,1,,
Passiflora magnoliifolia,Passiflora magnoliifolia F.Dietr.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,1,1,,LC
Chloropteryx opalaria,Chloropteryx opalaria (Guenée),Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloropteryx,1,1,,
Microxydia ruficomma,"Microxydia ruficomma Prout, 1910",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Microxydia,1,1,,
Gamelia ristolima,Gamelia ristolima,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Gamelia,1,1,,
Galethalea davidi,"Galethalea davidi Dognin, 1889",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eucereon,1,1,,
Bernathonomus piperita,"Bernathonomus piperita Herrich-Schäffer, 1855",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bernathonomus,1,1,,
Heterusia conduplicaria,"Heterusia conduplicaria Hübner, 1831",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heterusia,1,1,,
Patricia dercyllidas,"Patricia dercyllidas (Hewitson, 1864)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Patricia,1,1,,
Eois adimaria,"Eois adimaria (Snellen, 1874)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eois,1,1,,
Parallage diaphanata,"Parallage diaphanata Maassen, 1890",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Parallage,1,1,,
Palthis asopialis,"Palthis asopialis Guenée, 1854",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Palthis,1,1,,
Isochromodes polvoreata,"Isochromodes polvoreata (Dognin, 1893)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Isochromodes,1,1,,
Eriophora ravilla,"Eriophora ravilla (C.L.Koch, 1844)",Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eriophora,1,1,,
Erythemis attala,"Erythemis attala (Selys, 1857)",Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,1,1,,LC
Hemionitis rufa,Hemionitis rufa (L.) Sw.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Hemionitis,1,1,,
Caladium bicolor,Caladium bicolor (Aiton) Vent.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Caladium,1,1,,
Sparagmia gonoptera,Sparagmia gonoptera Latreille,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Sparagmia,1,1,,
Heilipus lauri,"Heilipus lauri Boheman, 1845",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Heilipus,1,1,,
Scopula umbilicata,"Scopula umbilicata (Fabricius, 1794)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula,1,1,,
Pantherodes conglomerata,"Pantherodes conglomerata (Warren, 1894)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pantherodes,1,1,,
Lissochlora molliculata,"Lissochlora molliculata (Warren, 1904)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lissochlora,1,1,,
Dycladia vitrina,"Dycladia vitrina Rothschild, 1911",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dycladia,1,1,,
Prochoerodes marciana,"Prochoerodes marciana (Druce, 1891)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Prochoerodes,1,1,,
Eusarca nemora,"Eusarca nemora (Druce, 1892)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eusarca,1,1,,
Calycopis calus,Calycopis calus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Calycopis,1,1,,
Spodoptera dolichos,"Spodoptera dolichos Fabricius, 1794",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,1,1,,
Opsiphanes camena,Opsiphanes camena Staudinger,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Opsiphanes,1,1,,
Calephelis browni,"Calephelis browni McAlpine, 1971",Animalia,,,,,Calephelis,1,1,,
Oxydia vesulia,"Oxydia vesulia (Cramer, 1779)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Oxydia,1,1,,
Lophocampa modesta,"Lophocampa modesta Kirby, 1892",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,1,1,,
Agrapha meretricia,"Agrapha meretricia Schaus, 1911",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrapha,1,1,,
Leucanella contempta,"Leucanella contempta Lemaire, 1966",Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Leucanella,1,1,,
Rhectosemia multifarialis,"Rhectosemia multifarialis Lederer, 1863",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Rhectosemia,1,1,,
Prionoptera serra,"Prionoptera serra Herrich-Schäffer, 1850",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Prionoptera,1,1,,
Aubergina hesychia,Aubergina hesychia,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aubergina,1,1,,
Cossula interrogationis,"Cossula interrogationis Dyar, 1937",Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Cossula,1,1,,
Symphlebia suanus,"Symphlebia suanus Druce, 1902",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Symphlebia,1,1,,
Persicaria maculosa,Persicaria maculosa Gray,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,1,1,,LC
Syllectra congemmalis,"Syllectra congemmalis Hübner, 1823",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Syllectra,1,1,,
Copaxa cabrera,Copaxa cabrera,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,1,1,,
Adhemarius tigrina,"Adhemarius tigrina C.Felder & R.Felder, 1874",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Adhemarius,1,1,,
Thecla herodotus,"Cyanophrys herodotus (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Thecla,1,1,,
Hesperocharis marchalii,"Hesperocharis marchalii (Guérin-Méneville, 1844)",Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Hesperocharis,1,1,,
Thecla arria,"Rhamma arria (Hewitson, 1870) Hewitson, 1870",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Thecla,1,1,,
Cosmosoma flavothorax,"Cosmosoma flavothorax Rothschild, 1910",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Cosmosoma,1,1,,
Anomis rubida,"Anomis rubida Schaus, 1911",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Anomis,1,1,,
Cirsodes acuminata,"Cirsodes acuminata Guenée, 1857",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cirsodes,1,1,,
Gonodonta pyrgo,Gonodonta pyrgo Cramer,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Gonodonta,1,1,,
Rhodoneura nebulosa,"Rhodoneura nebulosa (Warren, 1889)",Animalia,Arthropoda,Insecta,Lepidoptera,Thyrididae,Rhodoneura,1,1,,
Eulepidotis rectimargo,"Eulepidotis rectimargo Guenée, 1852",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,1,1,,
Chrysodeixis includens,Chrysodeixis includens Walker,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Chrysodeixis,1,1,,
Eois chrysocraspedata,"Eois chrysocraspedata (Warren, 1897)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eois,1,1,,
Heliura flavopunctata,"Heliura flavopunctata Dognin, 1911",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Heliura,1,1,,
Macaria gambarina,"Macaria gambarina (Stoll, 1781)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,1,1,,
Cyphonia clavata,Cyphonia clavata Fabricius,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Cyphonia,1,1,,
Chamyna lamponia,"Chamyna lamponia Druce, 1890",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Chamyna,1,1,,
Druentica partha,"Druentica partha (Schaus, 1905)",Animalia,Arthropoda,Insecta,Lepidoptera,Mimallonidae,Druentica,1,1,,
Epimecis anonaria,"Epimecis anonaria (Felder & Rogenhofer, 1875)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,1,1,,
Orthonama effluata,"Orthonama effluata (Snellen, 1874)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Orthonama,1,1,,
Amastus subtenuimargo,"Amastus subtenuimargo Rothschild, 1916",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Amastus,1,1,,
Caria mantinea,"Caria mantinea (Felder, 1861)",Animalia,,,,,Caria,1,1,,
Anolis notopholis,"Anolis notopholis Boulenger, 1896",Animalia,Chordata,Squamata,,Dactyloidae,Anolis,1,1,,LC
Podalia thanatos,"Podalia thanatos Schaus, 1905",Animalia,Arthropoda,Insecta,Lepidoptera,Megalopygidae,Podalia,1,1,,
Jemadia sosia,"Jemadia sosia (Mabille, 1878)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Jemadia,1,1,,
Tithonia rotundifolia,Tithonia rotundifolia (Mill.) S.F.Blake,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tithonia,1,1,,
Calydia osseata,"Eulepidotis osseata (Bar, 1875)",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Calydia,1,1,,
Siseme neurodes,"Siseme neurodes (Felder, 1861)",Animalia,,,,,Siseme,1,1,,
Pristimantis gaigei,"Pristimantis gaigei (Dunn, 1931)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,1,1,,LC
Craugastor metriosistus,"Craugastor metriosistus Ospina-Sarria, Angarita-Sierra & Pedroza-Banda, 2015",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Craugastor,1,1,,LC
Urotheca multilineata,"Urotheca multilineata (Peters, 1863)",Animalia,Chordata,Squamata,,Colubridae,Urotheca,1,1,,LC
Clelia clelia,"Clelia clelia (Daudin, 1803)",Animalia,Chordata,Squamata,,Colubridae,Clelia,1,1,,LC
Hemiargus hanno,"Hemiargus hanno (Stoll, 1790)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hemiargus,1,1,,
Pristimantis carylae,"Pristimantis carylae Rivera-Correa, González-Durán, Saldarriaga-Gómez & Duarte-Marín, 2021",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,1,1,,
Bonatea indecisa,"Bonatea indecisa Dognin, 1913",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Bonatea,1,1,,
Thecla azia,"Ministrymon azia (Hewitson, 1873)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Thecla,1,1,,
Automeris abdominalis,"Automeris abdominalis C.Felder & R.Felder, 1874",Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,1,1,,
Eryngium humile,Eryngium humile Cav.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,1,1,,
Melinoides detersaria,Melinodes detersaria Herrich-Schäffer,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melinoides,1,1,,
