species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Anthurium crystallinum,Anthurium crystallinum Linden & André,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,4,11,,
Passiflora mixta,Passiflora mixta L.fil.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,7,11,,
Serpocaulon levigatum,Serpocaulon levigatum (Cav.) A.R.Sm.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,4,11,,
Aiouea montana,Aiouea montana (Sw.) R.Rohde,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aiouea,9,11,,DD
Vinca major,Vinca major L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,18,11,,
Masdevallia amanda,Masdevallia amanda Rchb.f. & Warsz.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,6,11,,
Cyrtochilum diceratum,Cyrtochilum diceratum (Lindl.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,1,11,,
Ipomoea indica,Ipomoea indica (Burm.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,3,11,,
Ponthieva fertilis,Ponthieva fertilis (F.Lehm. & Kraenzl.) Salazar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ponthieva,6,11,,
Maxillaria acuminata,Maxillaria acuminata Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,4,11,,
Lepanthes rhombipetala,Lepanthes rhombipetala Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,5,11,,
Fuchsia hartwegii,Fuchsia hartwegii Benth.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,17,11,Marulanda,
Lepanthes guttula-sanguinis,Lepanthes guttula-sanguinis Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,5,11,,
Culcitium canescens,Culcitium canescens Humb. & Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Culcitium,4,11,,LC
Rockhausenia pumila,Werneria pumila Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rockhausenia,3,11,,
Senecio latiflorus,Senecio latiflorus Wedd.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,4,11,,
Meriania tomentosa,Meriania tomentosa (Cogn.) Wurdack,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,11,10,,VU
Mutisia clematis,Mutisia clematis L.fil.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mutisia,4,10,,
Muntingia calabura,Muntingia calabura L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Muntingiaceae,Muntingia,5,10,Sector Centro,LC
Euphorbia hirta,Euphorbia hirta L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,6,10,,
Chaetogastra gracilis,Chaetogastra gracilis (Bonpl.) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,5,10,,
Heliconia burleana,Heliconia burleana Abalo & G.Morales,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,10,10,,
Zantedeschia aethiopica,Zantedeschia aethiopica (L.) Spreng.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Zantedeschia,7,10,,LC
Epidendrum porphyreum,Epidendrum porphyreum Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,3,10,,
Piper lanceifolium,Piper lanceifolium Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,4,10,,
Tillandsia fendleri,Tillandsia fendleri Griseb.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,8,10,,LC
Peperomia rotundifolia,Peperomia rotundifolia (L.) Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,5,10,,CR
Theobroma cacao,Theobroma cacao L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,50,10,,
Pleurothallis canaligera,Pleurothallis canaligera Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,4,10,,
Tillandsia complanata,Tillandsia complanata Benth.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,5,10,,
Sechium edule,Sicyos edulis Jacq.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Sechium,2,10,,
Escallonia myrtilloides,Escallonia myrtilloides L.fil.,Plantae,Tracheophyta,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,97,10,El Pindo; Marulanda; San Félix; Villamaría,
Taraxacum officinale,Taraxacum officinale Weber ex F.H.Wigg.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,9,10,El Pindo,
Cyrtochilum tricostatum,Cyrtochilum tricostatum Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,1,10,,
Pterostemma antioquiense,Pterostemma antioquiense F.Lehm. & Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostemma,5,10,,
Drymonia lanceolata,Drymonia lanceolata (Hanst.) C.V.Morton,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Drymonia,2,10,,
Catasetum tabulare,Catasetum tabulare Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Catasetum,3,10,,
Lepanthes acarina,Lepanthes acarina Luer,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,7,10,,
Passiflora capsularis,Passiflora capsularis L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,4,10,,
Miconia aeruginosa,Miconia aeruginosa Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,7,10,,LC
Lepanthes licrophora,Lepanthes licrophora Luer & B.T.Larsen,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,4,10,,
Centropogon foetidus,Centropogon foetidus (Willd. ex Kunth) E.Wimm.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,2,10,,
Strongylodon macrobotrys,Strongylodon macrobotrys A.Gray,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strongylodon,6,9,,
Monstera pinnatipartita,Monstera pinnatipartita Schott,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,5,9,,
Tinantia erecta,Tinantia erecta (Jacq.) Fenzl,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tinantia,3,9,,
Malvaviscus penduliflorus,Malvaviscus penduliflorus Moc. & Sessé ex DC.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvaviscus,5,9,,
Chaetogastra longifolia,Chaetogastra longifolia (Vahl) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,4,9,,LC
Lepanthes carunculigera,Lepanthes carunculigera Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,6,9,,
Calceolaria microbefaria,Calceolaria microbefaria Kraenzl.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Calceolariaceae,Calceolaria,11,9,El Pindo; Marulanda; Villamaría,
Cecropia peltata,Cecropia peltata L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,499,9,,LC
Aiphanes horrida,Aiphanes horrida (Jacq.) Burret,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Aiphanes,29,9,Guayabito; Sector de Guayabito. Asia.,LC
Physalis peruviana,Physalis peruviana L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,5,9,,LC
Spathodea campanulata,Spathodea campanulata Beauverd,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Spathodea,40,9,Guayabito; La Plazuela; Los Almendros; Sector Centro,LC
Cecropia telealba,Cecropia telealba Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,12,9,,LC
Miconia subseriata,Miconia subseriata (Naudin) R.Goldenb. & Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,6,9,,LC
Acianthera polystachya,Acianthera polystachya (Ruiz & Pav.) Pupulin,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,3,9,,
Masdevallia heteroptera,Masdevallia heteroptera Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,6,9,,
Ageratum conyzoides,Ageratum conyzoides L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,8,9,,
Cyrtochilum funis,Cyrtochilum funis (F.Lehm. & Kraenzl.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,5,9,,
Ficus gigantosyce,Ficus gigantosyce Dugand,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,3,9,,LC
Gunnera magellanica,Gunnera magellanica Lam.,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae,Gunnera,13,9,El Pindo; Marulanda; Villamaría,
Cyrtochilum serratum,Cyrtochilum serratum (Lindl.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,6,9,,
Passiflora tarminiana,Passiflora tarminiana Coppens & V.E.Barney,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,4,9,,
Hypochaeris sessiliflora,Hypochaeris sessiliflora Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,6,9,,DD
Meriania selvaflorensis,Meriania selvaflorensis Humberto Mend.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,5,9,,
Cuphea racemosa,Cuphea racemosa (L.fil.) Spreng.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,4,9,,
Ipomoea batatas,Ipomoea batatas (L.) Lam.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,6,9,,DD
Austroeupatorium inulifolium,Austroeupatorium inulifolium (Kunth) R.M.King & H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Austroeupatorium,4,9,,
Columnea dimidiata,Columnea dimidiata (Benth.) Kuntze,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,5,9,,
Artocarpus altilis,Artocarpus altilis (Parkinson) Fosberg,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,3,9,,VU
Galeandra beyrichii,Galeandra beyrichii Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Galeandra,4,9,,
Miconia domociliata,Miconia domociliata Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,3,9,Las Coles,
Urena lobata,Urena lobata L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Urena,2,9,,LC
Dracula iricolor,Dracula iricolor (Rchb.f.) Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,4,9,,
Miconia rubra,Miconia rubra (Aubl.) Mabb.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,9,,LC
Aechmea angustifolia,Aechmea angustifolia Poepp. & Endl.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,3,9,,
Cerastium kunthii,Cerastium kunthii Briq.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,5,9,,
Colobanthus quitensis,Colobanthus quitensis (Kunth) Bartl.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Colobanthus,3,9,,
Oritrophium peruvianum,Oritrophium peruvianum (Lam.) Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Oritrophium,5,9,,
Tridax procumbens,Tridax procumbens L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tridax,3,8,,
Monstera deliciosa,Monstera deliciosa Liebm.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,6,8,,
Alpinia purpurata,Alpinia purpurata (Vieill.) K.Schum.,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,10,8,,
Acanthus mollis,Acanthus mollis L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,2,8,,
Tecoma stans,Tecoma stans (L.) Juss. ex Kunth,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,13,8,Los Almendros; Pueblo Nuevo,LC
Cyrtochilum undulatum,Cyrtochilum undulatum Kunth,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,3,8,,
Bomarea multiflora,Bomarea multiflora (L.f.) Mirb.,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,5,8,,DD
Wettinia kalbreyeri,Wettinia kalbreyeri (Burret) R.Bernal,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Wettinia,91,8,,LC
Chrysothemis pulchella,Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Chrysothemis,4,8,,
Palicourea guianensis,Palicourea guianensis Aubl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,1291,8,,LC
Gentianella selaginifolia,Gentianella selaginifolia (Griseb.) Fabris,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,4,8,,
Salvia palifolia,Salvia palifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,3,8,,
Zephyranthes carinata,Zephyranthes carinata Herb.,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,2,8,,
Epidendrum cernuum,Epidendrum cernuum Kunth,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,1,8,,
Coriaria ruscifolia,Coriaria ruscifolia L.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Coriariaceae,Coriaria,8,8,El Pindo,
Glossoloma schultzei,Glossoloma schultzei (Mansf.) J.L.Clark,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Glossoloma,3,8,,
Besleria amabilis,Besleria amabilis C.V.Morton,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Besleria,2,8,,
Munnozia senecionidis,Munnozia senecionidis Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Munnozia,5,8,,
Cremospermopsis parviflora,Cremospermopsis parviflora L.E.Skog & L.P.Kvist,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Cremospermopsis,1,8,,
Guzmania triangularis,Guzmania triangularis L.B.Sm.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,2,8,,LC
Rhipsalis micrantha,Rhipsalis micrantha (Kunth) DC.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,2,8,,LC
Begonia lehmannii,Begonia lehmannii (Irmsch.) L.B.Sm. & B.G.Schub.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,5,8,,
Phaseolus coccineus,Phaseolus coccineus L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,3,8,,LC
Blakea quadrangularis,Blakea quadrangularis Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,3,8,,LC
Passiflora trisulca,Passiflora trisulca Mast.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,2,8,,
Epidendrum cottoniiflorum,Epidendrum cottoniiflorum (Rchb.f.) Hágsater,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,4,8,,
Phlegmariurus crassus,Huperzia crassa (Humb. & Bonpl. ex Willd.) Rothm.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,17,8,,
Youngia japonica,Youngia japonica (L.) DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Youngia,5,8,,
Annona cherimolioides,Annona cherimolioides Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,2,8,,LC
Baccharis genistelloides,Baccharis genistelloides (Lam.) Pers.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,10,8,El Pindo; Villamaría,
Miconia caudata,Miconia caudata (Humb. & Bonpl.) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,99,8,Las Coles,LC
Elaphoglossum engelii,Elaphoglossum engelii (H.Karst.) Christ,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,26,8,Marulanda; Villamaría,
Trizeuxis falcata,Trizeuxis falcata Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trizeuxis,3,8,,
Glossoloma velutinum,Glossoloma velutinum J.L.Clark & Rodas,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Glossoloma,1,8,,
Hamelia patens,Hamelia patens Jacq.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hamelia,11,8,,LC
Eryngium humile,Eryngium humile Cav.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,15,8,Villamaría,
Ronnbergia veitchii,Ronnbergia veitchii (Baker) Aguirre-Santoro,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Ronnbergia,1,8,,
Masdevallia molossus,Masdevallia molossus Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,3,8,,
Mentzelia aspera,Mentzelia aspera L.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,1,8,,
Baccharis alpina,Baccharis alpina Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,2,8,,
Draba hallii,Draba hallii Hook.f.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,2,8,,
Peristeria elata,Peristeria elata Hook.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Peristeria,4,7,,
Samanea saman,Samanea saman (Jacq.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Samanea,871,7,Barrio Limones; Barrio Obrero; Guayabito; La Plazuela; La Unión; La Victoria; Sector Centro; Sector de la Troncal; Villa Mónaco,LC
Acaena elongata,Acaena elongata L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Acaena,22,7,El Pindo; Villamaría,
Diodonopsis anachaeta,Diodonopsis anachaeta (Rchb.f.) Pridgeon & M.W.Chase,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diodonopsis,3,7,,
Weinmannia pubescens,Weinmannia pubescens Kunth,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,21,7,,LC
Solanum pseudocapsicum,Solanum pseudocapsicum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,5,7,,
Solanum macrotonum,Solanum macrotonum Bitter,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,2,7,,
Cosmos sulphureus,Cosmos sulphureus Cav.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,5,7,,
Solanum juglandifolium,Solanum juglandifolium Humb. & Bonpl. ex Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,3,7,,LC
Plantago lanceolata,Plantago lanceolata L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,8,7,El Pindo,
Adelonema peltatum,Adelonema peltatum (Mast.) S.Y.Wong & Croat,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Adelonema,3,7,,
Piper calceolarium,Piper calceolarium C.DC.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,6,7,,
Hippobroma longiflora,Hippobroma longiflora (L.) G.Don,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,15,7,,
Asystasia intrusa,Asystasia intrusa (Forssk.) Blume,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Asystasia,3,7,,
Dryopteris wallichiana,Dryopteris wallichiana (Spreng.) Hyl.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,2,7,,
Corynaea crassa,Corynaea crassa Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Balanophoraceae,Corynaea,7,7,Villamaría,
Scaphyglottis aurea,Scaphyglottis aurea (Rchb.f.) Foldats,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphyglottis,3,7,,
Pterostemma escobarii,Pterostemma escobarii (Dodson) M.W.Chase & N.H.Williams,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostemma,1,7,,
Trimezia candida,Trimezia candida (Hassl.) Ravenna,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Trimezia,2,7,,
Blakea pyxidanthus,Blakea pyxidanthus (Naudin) Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,3,7,,NT
Masdevallia macrura,Masdevallia macrura Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,2,7,,
Hypericum lancioides,Hypericum lancioides Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,21,7,El Pindo; Villamaría,
Cyrtochilum sodiroi,Cyrtochilum sodiroi (Schltr.) Dalström,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,4,7,,
Baccharis prunifolia,Baccharis prunifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,40,7,El Pindo; Marulanda; Villamaría,
Eugenia uniflora,Eugenia uniflora L.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,4,7,,LC
Acineta antioquiae,Acineta antioquiae Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acineta,1,7,,CR
Miconia spicellata,Miconia spicellata Bonpl. ex Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,32,7,,LC
Miconia platyphylla,Miconia platyphylla (Benth.) L.O.Williams,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,8,7,,
Anathallis cuspidata,Lankesteriana cuspidata (Luer) Karremans,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anathallis,3,7,,
Glossoloma baguense,Glossoloma baguense (L.E.Skog) J.L.Clark,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Glossoloma,2,7,,
Telipogon wallisii,Telipogon wallisii Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Telipogon,3,7,,
Chaerophyllum andicola,Chaerophyllum andicola (Kunth) K.F.Chung,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum,2,7,,
Plantago australis,Plantago australis Lam.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,3,7,,
Verbascum virgatum,Verbascum virgatum Stokes,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,2,7,,
Masdevallia parvula,Masdevallia parvula Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,4,7,,
Spirotheca rosea,Spirotheca rosea (Seem.) P.E.Gibbs & W.S.Alverson,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Spirotheca,3,7,,LC
Pandanus utilis,Pandanus utilis Bory,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,3,7,,
Epidendrum blepharistes,Epidendrum blepharistes Barker ex Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,3,7,,
Pleroma heteromallum,Pleroma heteromallum (D.Don) D.Don,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleroma,4,7,,
Rodriguezia granadensis,Rodriguezia granadensis (Lindl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Rodriguezia,3,7,,LC
Epidendrum arachnoglossum,Epidendrum arachnoglossum Rchb.f. ex André,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,2,6,,
Clinopodium nubigenum,Clinopodium nubigenum (Kunth) Kuntze,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,1,6,,
Tristerix longibracteatus,Tristerix longibracteatus (Desr.) Barlow & Wiens,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Tristerix,3,6,,
Thunbergia mysorensis,Thunbergia mysorensis (Wight) T.Anderson ex Bedd.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,5,6,,
Callisia serrulata,Tripogandra serrulata (Vahl) Handlos,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,2,6,,
Ceiba pentandra,Ceiba pentandra (L.) Gaertn.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Ceiba,189,6,Sector Centro,LC
Ochroma pyramidale,Ochroma pyramidale (Cav.) Urb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Ochroma,66,6,,LC
Acaena ovalifolia,Acaena ovalifolia Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Acaena,3,6,,
