Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,ConservationStatus,IsSensitive,ThumbnailUrl
Animalia,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polyplectropus,Polyplectropus,Caddisfly,polyplectropus,Género de insectos acuáticos cuyas larvas construyen redes de seda para capturar presas en arroyos. Son indicadores clave de la calidad del agua en ecosistemas de montaña.,NE,False,https://images.phylopic.org/images/d04ff776-292a-4181-a7d9-117a7036a348/raster/1024x887.png
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ponthieva,Ponthieva fertilis,Orquídea fantasma,ponthieva-fertilis,Orquídea terrestre de flores pequeñas y delicadas que crece en bosques nublados. Es una especie poco común que requiere condiciones de humedad muy específicas.,NE,False,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinica,Polla azul,porphyrio-martinica,"Ave acuática de plumaje azul intenso y pico rojo con amarillo, característica de humedales. Se desplaza caminando sobre la vegetación flotante de lagunas y pantanos.",LC,False,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinicus,Polla azul,porphyrio-martinicus,Sinónimo taxonómico de Porphyrio martinica. Es un ave emblemática de los humedales colombianos con gran capacidad de adaptación a entornos acuáticos.,LC,False,https://upload.wikimedia.org/wikipedia/commons/0/01/American_Purple_Gallinule_walking.jpg
Animalia,Mollusca,Gastropoda,Stylommatophora,Orthalicidae,Porphyrobaphe,Porphyrobaphe iris,Caracol gigante,porphyrobaphe-iris,Caracol terrestre de gran tamaño con una concha alargada y colorida. Habita en bosques húmedos de los Andes y es apreciado por coleccionistas.,NE,False,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana carolina,Polluela sora,porzana-carolina,Ave migratoria pequeña que habita en pantanos y zonas de vegetación densa. Es difícil de observar debido a su comportamiento esquivo y hábitos crepusculares.,LC,False,http://upload.wikimedia.org/wikipedia/commons/2/2d/Sora_%28Porzana_carolina%29.jpg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla indica,Fresa falsa,potentilla-indica,"Planta rastrera con frutos rojos similares a las fresas, aunque insípidos. Es una especie introducida que se ha naturalizado en zonas altas de Caldas.",NE,False,
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,Kinkajú,potos-flavus,"Mamífero arborícola de hábitos nocturnos con una cola prensil muy desarrollada. Se alimenta principalmente de frutas y néctar, cumpliendo un rol vital como dispersor de semillas.",LC,False,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,Pourouma bicolor,Uva de monte,pourouma-bicolor,Árbol de crecimiento rápido común en bosques secundarios y bordes de camino en Caldas. Produce frutos comestibles similares a uvas que son fuente de alimento para la avifauna local.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/51431001/original.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis achatinus,Rana de lluvia común,pristimantis-achatinus,Anfibio de desarrollo directo que no requiere cuerpos de agua para su reproducción. Es una especie indicadora de la salud de los ecosistemas montañosos en los Andes colombianos.,LC,False,
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis boulengeri,Rana de lluvia de Boulenger,pristimantis-boulengeri,Pequeña rana arborícola que habita en la vegetación baja de bosques nublados. Se caracteriza por su capacidad de camuflaje entre el musgo y las hojas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/62669294/original.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis paisa,Rana de lluvia paisa,pristimantis-paisa,Especie endémica de los Andes colombianos con distribución restringida. Habita principalmente en zonas de bosque altoandino y páramo degradado.,VU,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173737979/large.jpeg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis simoterus,Rana de lluvia de hocico corto,pristimantis-simoterus,"Anfibio adaptado a las condiciones frías de las zonas altas de la cordillera Central. Su ciclo de vida es totalmente terrestre, evitando la dependencia de arroyos.",EN,True,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Pristimantis_simoterus.jpg/640px-Pristimantis_simoterus.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis thectopternus,Rana de lluvia de espolones,pristimantis-thectopternus,Especie poco conocida que habita en los bosques nublados de la vertiente andina. Se distingue por pequeñas estructuras en sus extremidades posteriores.,NT,False,
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis viejas,Rana de lluvia de las Viejas,pristimantis-viejas,Especie con distribución muy restringida en áreas montañosas de Caldas. Es altamente sensible a la fragmentación de su hábitat natural.,CR,True,https://inaturalist-open-data.s3.amazonaws.com/photos/43967545/original.jpg
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis w-nigrum,Rana de lluvia de marca W,pristimantis-w-nigrum,Reconocible por el patrón en forma de W en su región escapular. Es una de las especies más comunes y adaptables en los bosques andinos de Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/111038856/original.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne chalybea,Golondrina azul,progne-chalybea,Ave migratoria y residente que se observa frecuentemente en zonas urbanas y rurales de Caldas. Es un controlador natural de poblaciones de insectos voladores.,LC,False,http://upload.wikimedia.org/wikipedia/commons/f/ff/Progne_chalybea_Pantanal_1.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne subis,Golondrina purpúrea,progne-subis,Ave migratoria que atraviesa los cielos de Caldas durante sus rutas estacionales. Es valorada por los observadores de aves debido a su comportamiento social y canto distintivo.,LC,False,http://upload.wikimedia.org/wikipedia/commons/b/b9/PurpleMartin_cajay.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne tapera,Golondrina parda,progne-tapera,"Es una golondrina de color pardo uniforme con una banda pectoral oscura distintiva. Habita en zonas abiertas y áreas rurales de Caldas, a menudo cerca de cuerpos de agua.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/40339132/original.jpg
Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Progomphus,Progomphus,Libélula de arena,progomphus,Género de libélulas cuyas ninfas se entierran en el sustrato arenoso de los ríos. Son indicadores biológicos de la calidad del agua en quebradas de Caldas.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/178273449/large.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prosthechea,Prosthechea hartwegii,Orquídea de Hartweg,prosthechea-hartwegii,"Orquídea epífita de flores pequeñas y fragantes, común en los bosques nublados de la cordillera Central. Sus pseudobulbos son característicos de esta especie.",LC,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Protographium,Protographium anaxilaus,Mariposa cola de golondrina,protographium-anaxilaus,"Mariposa de alas alargadas con patrones negros y blancos, característica de las zonas bajas y medias de Caldas. Es un polinizador activo en ecosistemas de bosque seco y premontano.",NE,False,http://upload.wikimedia.org/wikipedia/commons/c/ce/Protgraphium_agesilaus.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,Reinita protonotaria,protonotaria-citrea,Ave migratoria de plumaje amarillo intenso que visita humedales y zonas boscosas de Colombia. Es una especie muy apreciada por los observadores de aves en sus rutas migratorias.,LC,False,https://upload.wikimedia.org/wikipedia/commons/3/34/7Z1E8191.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Psalidognathus,Psalidognathus modestus,Escarabajo longicornio,psalidognathus-modestus,"Escarabajo de gran tamaño con mandíbulas desarrolladas, habitante de los bosques andinos. Cumple un rol importante en la descomposición de madera muerta.",NE,False,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Psammisia,Psammisia pennellii,Uva de monte,psammisia-pennellii,"Arbusto epífito o terrestre con flores tubulares de colores llamativos, común en los bosques de niebla de Caldas. Sus frutos son consumidos por diversas especies de aves.",LC,False,http://sweetgum.nybg.org/images3/1205/857/01856384.jpg
Animalia,Chordata,Aves,Passeriformes,Icteridae,Psarocolius,Psarocolius angustifrons,Oropéndola crestada,psarocolius-angustifrons,Ave de gran tamaño conocida por sus nidos colgantes en forma de bolsa. Es común verla en grupos en los bordes de bosque y zonas cafeteras de Caldas.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Pseudocolaptes,Pseudocolaptes boissonneautii,Trepador bigotudo,pseudocolaptes-boissonneautii,Ave de bosque nublado que se caracteriza por sus mechones de plumas en las mejillas. Se alimenta de insectos en el musgo y bromelias de los árboles altos.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pseudocolopteryx,Pseudocolopteryx acutipennis,Atrapamoscas de alas agudas,pseudocolopteryx-acutipennis,Pequeño atrapamoscas de hábitos discretos que habita en zonas de matorrales y humedales. Es difícil de observar debido a su tamaño y comportamiento oculto.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/168481197/original.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Pseudodisersus,Pseudodisersus,Escarabajo acuático de Caldas,pseudodisersus,Género de escarabajos acuáticos que habitan en quebradas de alta montaña con aguas oxigenadas. Son indicadores biológicos de la calidad del agua en los ecosistemas andinos.,NE,False,https://images.phylopic.org/images/1b856960-aeb5-41fb-a70c-294884f1bb44/raster/158x204.png
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pseudohaetera,Pseudohaetera hypaesia,Mariposa de alas transparentes,pseudohaetera-hypaesia,Mariposa neotropical caracterizada por sus alas casi transparentes que le permiten camuflarse en el sotobosque. Es una especie rara que habita en bosques húmedos de la cordillera central.,LC,False,
Fungi,Basidiomycota,Tremellomycetes,Auriculariales,Pseudohydnaceae,Pseudohydnum,Pseudohydnum gelatinosum,Hongo lengua de gato,pseudohydnum-gelatinosum,Hongo gelatinoso con espinas en la parte inferior del sombrero que le dan una apariencia similar a una lengua. Se encuentra comúnmente en madera en descomposición en bosques nublados.,LC,False,https://images.mushroomobserver.org/orig/1524738.jpg
Animalia,Chordata,Aves,Strigiformes,Strigidae,Pseudoscops,Pseudoscops clamator,Currucutú listado,pseudoscops-clamator,Búho de tamaño mediano con plumaje estriado y penachos auriculares muy cortos. Es una especie nocturna que habita en zonas boscosas y áreas rurales de Caldas.,LC,False,https://upload.wikimedia.org/wikipedia/commons/6/66/Striped_Owls.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudosphinx,Pseudosphinx tetrio,Polilla gigante gris,pseudosphinx-tetrio,"Polilla de gran tamaño con alas grises y patrones oscuros, famosa por sus orugas grandes y coloridas. Se alimenta principalmente de plantas de la familia Apocynaceae.",LC,False,
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Pseudovates,Pseudovates brevicornis,Mantis hoja seca,pseudovates-brevicornis,Mantis con una morfología que imita perfectamente una hoja seca para pasar desapercibida. Es un depredador especializado en pequeños insectos en los bosques de Caldas.,NE,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psilocybe,Psilocybe cubensis,Hongo de estiércol,psilocybe-cubensis,Hongo saprófito que crece principalmente en estiércol de ganado en zonas de pastizales. Es conocido por sus propiedades psicoactivas debido a la presencia de psilocibina.,LC,False,https://upload.wikimedia.org/wikipedia/commons/a/a5/Cubensis.natural.habitat.jpg
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus torquatus,Tucancito de collar,pteroglossus-torquatus,"Ave de tamaño mediano con un pico colorido y distintivo, caracterizada por su plumaje brillante. Habita en las zonas bajas y medias de los bosques de Caldas.",LC,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Pterophanes,Pterophanes cyanopterus,Colibrí alas de zafiro,pterophanes-cyanopterus,Colibrí de gran tamaño que habita en los páramos y bosques altoandinos. Se distingue por sus alas de un azul metálico intenso que brillan bajo la luz solar.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/180307470/large.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostemma,Pterostemma antioquiense,Orquídea de Antioquia,pterostemma-antioquiense,Orquídea epífita de flores pequeñas y delicadas que crece en bosques húmedos de montaña. Es una especie endémica de la región andina colombiana.,VU,False,
Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,Pulsatrix perspicillata,Búho de anteojos,pulsatrix-perspicillata,"Ave rapaz nocturna de gran tamaño con un característico plumaje facial que parece anteojos. Habita en bosques húmedos y zonas selváticas de Caldas, siendo un controlador biológico natural de roedores.",LC,False,
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Puya,Puya,Puya,puya,Género de plantas terrestres de alta montaña con inflorescencias grandes y espinosas. Son fundamentales en los ecosistemas de páramo por su capacidad de retención de agua y refugio para fauna.,LC,False,https://upload.wikimedia.org/wikipedia/commons/7/79/Puya_Raimondii.JPG
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Puya,Puya ochroleuca,Puya de flores amarillentas,puya-ochroleuca,Especie de bromelia terrestre endémica de los Andes colombianos. Presenta una roseta basal densa y una inflorescencia erecta con flores de color crema o amarillento.,NT,False,https://inaturalist-open-data.s3.amazonaws.com/photos/103669020/original.jpeg
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Pycnopalpa,Pycnopalpa bicordata,Saltamontes de hoja,pycnopalpa-bicordata,"Insecto con una morfología que imita perfectamente una hoja seca para camuflarse entre la vegetación. Es común en zonas boscosas de Caldas, aunque poco estudiado en su comportamiento específico.",NE,False,
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Pycnoporus,Pycnoporus sanguineus,Hongo de fuego,pycnoporus-sanguineus,Hongo xilófago de color rojo intenso que crece sobre troncos en descomposición. Es reconocido por sus propiedades antifúngicas y antibacterianas en estudios preliminares.,LC,False,https://storage.googleapis.com/mo-image-archive-bucket/orig/1032873.jpg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Golondrina azul y blanca,pygochelidon-cyanoleuca,Ave pequeña de color azul oscuro brillante en el dorso y blanco en el vientre. Es muy común verla volando cerca de zonas urbanas y rurales de Caldas cazando insectos en vuelo.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176376357/original.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus rubinus,Atrapamoscas bermellón,pyrocephalus-rubinus,Ave pequeña con un plumaje rojo vibrante en el pecho y la cabeza en los machos. Es una especie muy llamativa que habita en zonas abiertas y bordes de bosque en el departamento.,LC,False,https://upload.wikimedia.org/wikipedia/commons/5/59/Churrinche-luz.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrrhomyias,Pyrrhomyias cinnamomeus,Atrapamoscas canelo,pyrrhomyias-cinnamomeus,Ave de tamaño pequeño con plumaje predominantemente de color canela o marrón rojizo. Habita en el sotobosque de los bosques nublados de la región andina de Caldas.,LC,False,http://upload.wikimedia.org/wikipedia/commons/1/10/Cinnamon_Flycatcher_%28Pyrrhomyias_cinnamomeus%29.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pythonides,Pythonides jovianus,Mariposa saltarina,pythonides-jovianus,"Pequeña mariposa de la familia de los hespéridos, caracterizada por sus patrones alares complejos y vuelo rápido. Es un polinizador importante en los ecosistemas boscosos de Caldas.",NE,False,
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii,Roble andino,quercus-humboldtii,"Única especie de roble nativa de Colombia, fundamental para la conservación de cuencas hídricas. Su madera es altamente valorada y sus bosques albergan una gran biodiversidad.",VU,False,
Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,Quiscalus lugubris,Toche negro,quiscalus-lugubris,"Ave de plumaje negro iridiscente con ojos amarillos brillantes. Es común en zonas abiertas y áreas urbanas de Caldas, donde se desplaza en grupos sociales.",LC,False,
Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,Clarinero,quiscalus-mexicanus,Ave de gran tamaño con una cola larga y distintiva en los machos. Se ha adaptado exitosamente a entornos humanos en diversas regiones de Colombia.,LC,False,
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Racinaea,Racinaea riocreuxii,Bromelia de niebla,racinaea-riocreuxii,Epífita característica de los bosques de niebla andinos. Sus inflorescencias son pequeñas y se encuentran adaptadas a la alta humedad de los ecosistemas de Caldas.,NE,False,https://static.inaturalist.org/photos/115446775/original.jpg
Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Racinaea,Racinaea tetrantha,Bromelia de montaña,racinaea-tetrantha,Planta epífita que habita en las ramas altas de los árboles en bosques nublados. Desempeña un rol ecológico vital al retener agua y nutrientes en el dosel.,NE,False,
Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium dichelymoides,Musgo de roca,racomitrium-dichelymoides,Musgo que crece sobre sustratos rocosos en zonas de alta montaña. Es fundamental para la retención de agua y la formación de suelo en páramos.,NE,False,https://bryophyteportal.org/imglib/bryophytes/misc/201801/02342238_1517438842_web.jpg
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,Ramalina celastri,Liquen de rama,ramalina-celastri,Liquen fruticuloso que crece sobre cortezas de árboles. Es un excelente bioindicador de la calidad del aire en los bosques de Caldas.,NE,False,https://storage.googleapis.com/mo-image-archive-bucket/orig/996999.jpg
Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,Ramaria formosa,Hongo coral,ramaria-formosa,"Hongo con forma ramificada similar a un coral marino, de colores rosados o amarillentos. Es conocido por ser tóxico si se ingiere.",NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/109669807/original.jpg
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos citreolaemus,Tucán de garganta limón,ramphastos-citreolaemus,Ave de gran tamaño con un pico distintivo que presenta una coloración amarillenta en la garganta. Habita en las zonas bajas y húmedas del departamento.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus,Sangretoro,ramphocelus-dimidiatus,"Ave de plumaje rojo intenso y negro, muy llamativa en los bordes de bosque. Es común verla en jardines y zonas rurales de Caldas.",LC,False,http://upload.wikimedia.org/wikipedia/commons/b/b9/Ramphocelus_dimidiatus_-Ancon_Hill_-Panama_City-8.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus flammigerus,Tangara flamígera,ramphocelus-flammigerus,Ave con un plumaje negro contrastado con un parche amarillo o rojo brillante en la rabadilla. Es una especie endémica o casi endémica de los valles interandinos.,LC,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Ramphomicron,Ramphomicron microrhynchum,Colibrí pico de espina,ramphomicron-microrhynchum,Es un colibrí de tamaño pequeño con un pico extremadamente corto y recto. Habita en los bosques altoandinos y páramos de la cordillera central de Caldas.,LC,False,
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Rana catesbeiana,Rana toro,rana-catesbeiana,"Especie invasora de gran tamaño, conocida por su potente croar y voracidad. Ha sido introducida en diversas regiones de Colombia, afectando ecosistemas locales.",LC,False,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus peruvianus,Botón de oro de páramo,ranunculus-peruvianus,Planta herbácea de flores amarillas que crece en zonas de alta montaña y páramos. Es una especie adaptada a condiciones de frío extremo y alta radiación.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/102633993/original.jpeg
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Raphiocera,Raphiocera ornata,Mosca soldado adornada,raphiocera-ornata,Insecto díptero con coloraciones llamativas que suele encontrarse en áreas boscosas. Su biología es poco conocida en el contexto de los Andes colombianos.,NE,False,
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Rata negra,rattus-rattus,Roedor cosmopolita de hábitos nocturnos y gran capacidad de adaptación a entornos humanos. Es considerada una plaga importante en zonas urbanas y agrícolas de Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/98342705/original.jpg
Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Renealmia,Renealmia cernua,Bijao de monte,renealmia-cernua,Planta herbácea perenne con inflorescencias llamativas que habita en el sotobosque húmedo. Sus hojas son similares a las del plátano pero de menor tamaño.,LC,False,
Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Retrophyllum,Retrophyllum rospigliosii,Pino romerón,retrophyllum-rospigliosii,"Es la única conífera nativa de Colombia, un árbol de gran porte que crece en bosques andinos. Su madera es altamente valorada por su calidad y resistencia.",NT,False,
Animalia,Arthropoda,Insecta,Hemiptera,Veliidae,Rhagovelia,Rhagovelia,Zapateros de río,rhagovelia,Insectos acuáticos que se desplazan sobre la superficie del agua en ríos y quebradas. Son indicadores biológicos de la calidad del agua.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173232132/large.jpeg
Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Rhetus,Rhetus arcius,Mariposa metálica,rhetus-arcius,Mariposa con alas de color azul metálico brillante y colas largas en las alas posteriores. Es una especie muy apreciada por coleccionistas y entusiastas de la entomología.,LC,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Rhetus,Rhetus dysonii,Mariposa de Dyson,rhetus-dysonii,Especie de lepidóptero con patrones de coloración complejos y vuelo rápido. Se encuentra en zonas de bosque húmedo tropical y premontano.,NE,False,
Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella granulosa,Sapo granuloso,rhinella-granulosa,Anfibio de tamaño mediano con piel rugosa y glándulas parotoides prominentes. Es común en zonas abiertas y perturbadas de los valles interandinos de Colombia.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/170009023/large.jpg
Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella horribilis,Sapo gigante,rhinella-horribilis,"Sapo de gran tamaño con una cresta supraorbital muy desarrollada. Es una especie adaptada a diversos entornos, incluyendo áreas rurales de Caldas.",LC,False,
Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella marina,Sapo cururú,rhinella-marina,Especie robusta conocida por sus potentes toxinas defensivas. Habita cerca de cuerpos de agua y es un controlador natural de insectos.,LC,False,http://upload.wikimedia.org/wikipedia/commons/3/39/Canetoadfemale.jpg
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis baccifera,Muérdago de cactus,rhipsalis-baccifera,Cactus epífito con tallos cilíndricos y colgantes que se asemejan a hilos. Es una de las pocas especies de cactus con distribución pantropical.,LC,False,
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhodobaenus,Rhodobaenus augustinus,Picudo rojo,rhodobaenus-augustinus,"Escarabajo de colores brillantes, generalmente rojo con manchas negras. Se alimenta de tejidos vegetales y puede ser una plaga menor en cultivos.",NE,False,
Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora macrochaeta,Cortadera,rhynchospora-macrochaeta,Planta herbácea perenne que crece en humedales y zonas pantanosas. Sus inflorescencias son características de las ciperáceas de alta montaña.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/17745180/original.jpeg
Animalia,Arthropoda,Insecta,Orthoptera,Ommatolampidae,Rhytidochrota,Rhytidochrota risaraldae,Saltamontes de Risaralda,rhytidochrota-risaraldae,Saltamontes endémico de la región andina colombiana. Posee una coloración críptica que le permite camuflarse entre la vegetación del sotobosque.,DD,False,
Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Riama,Riama columbiana,Lagarto de montaña,riama-columbiana,Pequeño lagarto de hábitos terrestres que habita en los bosques nublados de los Andes. Es una especie poco vista debido a su comportamiento esquivo.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/179535621/original.jpg
Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia,Riccardia cataractarum,Hepática de cascada,riccardia-cataractarum,Pequeña hepática talosa que crece sobre rocas húmedas cerca de fuentes de agua. Es un indicador de la calidad ambiental y humedad del ecosistema.,NE,False,https://images.phylopic.org/images/4054a966-b5e1-425d-924e-352593ff9a1d/raster/396x1024.png
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,Higuerilla,ricinus-communis,Arbusto de rápido crecimiento con hojas palmadas y frutos espinosos. Es una planta ampliamente naturalizada en Colombia con múltiples usos industriales.,LC,False,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Rivulus,Rivulus ribesrubrum,Pez rivulus de Caldas,rivulus-ribesrubrum,"Pequeño pez de agua dulce endémico de los Andes colombianos, caracterizado por sus colores vibrantes. Habita en quebradas de montaña con aguas claras y bien oxigenadas.",DD,False,https://images.phylopic.org/images/35dac003-e0f9-4f52-970c-2c42d5efb719/raster/1024x473.png
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Rodriguezia,Rodriguezia lanceolata,Orquídea de abanico,rodriguezia-lanceolata,Orquídea epífita con flores vistosas de color rojo intenso o naranja. Es común en bosques húmedos premontanos de la región andina.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rondeletia,Rondeletia pubescens,Rondeletia,rondeletia-pubescens,Arbusto de flores tubulares pequeñas que atraen polinizadores como mariposas y colibríes. Se encuentra en los bordes de bosque de la zona cafetera.,LC,False,https://live.staticflickr.com/7415/13677797704_347d08d24c_b.jpg
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Rottboellia,Rottboellia cochinchinensis,Pasto caminadora,rottboellia-cochinchinensis,Gramínea invasora de rápido crecimiento que afecta cultivos agrícolas. Posee pelos irritantes en sus vainas foliares.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/152009232/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus adenotrichos,Mora silvestre,rubus-adenotrichos,Arbusto trepador con frutos comestibles de sabor ácido. Es una especie común en los matorrales de los Andes colombianos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/108409942/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus floribundus,Mora de monte,rubus-floribundus,Especie de mora silvestre con flores abundantes y frutos pequeños. Crece en zonas de alta montaña y páramos bajos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/126017933/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus glaucus,Mora de Castilla,rubus-glaucus,"La especie de mora más cultivada en Colombia, muy apreciada por su sabor y valor nutricional. Es un cultivo fundamental en la economía de Caldas.",LC,False,http://upload.wikimedia.org/wikipedia/commons/1/17/Starr_010423-0050_Rubus_glaucus.jpg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus nubigenus,Mora de páramo,rubus-nubigenus,Especie adaptada a las condiciones extremas de los páramos. Sus frutos son pequeños y de sabor intenso.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/65171099/original.jpg
